----------------------------------LAWS----------------------------------
Law #0: 903, complexity: 28;
	Law #105 Criterion: 347;
	Law #107 Criterion: 1297;
	Law #110 Criterion: 79;
	Law #111 Criterion: 379;
	Law #116 Criterion: 1439;
	Law #117 Criterion: 271;
	Law #118 Criterion: 541;
	Law #119 Criterion: 521;
	Law #121 Criterion: 431;
	Law #122 Criterion: 439;
	Law #123 Criterion: 1237;
	Law #124 Criterion: 223;
	Law #128 Criterion: 229;
	Law #131 Criterion: 1021;
	Law #132 Criterion: 1087;
	Law #133 Criterion: 1193;
	Law #134 Criterion: 163;
	Law #135 Criterion: 41;
	Law #138 Criterion: 53;
	Law #139 Criterion: 661;
	Law #140 Criterion: 509;
	Law #141 Criterion: 1423;
	Law #143 Criterion: 463;
	Law #145 Criterion: 1483;
	Law #146 Criterion: 1621;
	Law #150 Criterion: 1279;
	Law #151 Criterion: 1327;
	Law #153 Criterion: 1873;
	Law #157 Criterion: 593;
	Law #159 Criterion: 797;
	Law #161 Criterion: 1381;
	Law #163 Criterion: 1361;
	Law #164 Criterion: 1319;
	Law #165 Criterion: 73;
	Law #166 Criterion: 1823;
	Law #169 Criterion: 1091;
	Law #170 Criterion: 1973;
	Law #171 Criterion: 907;
	Law #172 Criterion: 977;
	Law #173 Criterion: 1307;
	Law #176 Criterion: 449;
Person #177
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #0 Criterion: 1979;
	Law #2 Criterion: 1453;
	Law #3 Criterion: 193;
	Law #4 Criterion: 337;
	Law #6 Criterion: 1571;
	Law #12 Criterion: 13;
	Law #14 Criterion: 599;
	Law #15 Criterion: 373;
	Law #16 Criterion: 109;
	Law #17 Criterion: 547;
	Law #18 Criterion: 67;
	Law #19 Criterion: 17;
	Law #20 Criterion: 373;
	Law #23 Criterion: 1049;
	Law #24 Criterion: 1621;
	Law #25 Criterion: 1433;
	Law #26 Criterion: 1741;
	Law #27 Criterion: 487;
	Law #28 Criterion: 11;
	Law #29 Criterion: 1601;
	Law #38 Criterion: 1193;
	Law #40 Criterion: 1063;
	Law #42 Criterion: 509;
	Law #43 Criterion: 641;
	Law #45 Criterion: 1709;
	Law #46 Criterion: 587;
	Law #50 Criterion: 769;
	Law #54 Criterion: 521;
	Law #55 Criterion: 127;
	Law #56 Criterion: 1049;
	Law #57 Criterion: 797;
	Law #58 Criterion: 881;
	Law #59 Criterion: 727;
	Law #63 Criterion: 461;
	Law #64 Criterion: 1123;
	Law #65 Criterion: 1307;
	Law #66 Criterion: 193;
	Law #67 Criterion: 17;
	Law #69 Criterion: 1433;
	Law #72 Criterion: 1061;
	Law #73 Criterion: 337;
	Law #74 Criterion: 617;
	Law #75 Criterion: 1531;
	Law #77 Criterion: 1483;
	Law #78 Criterion: 1453;
	Law #81 Criterion: 1217;
	Law #83 Criterion: 463;
	Law #85 Criterion: 479;
	Law #91 Criterion: 1249;
	Law #92 Criterion: 991;
	Law #94 Criterion: 1249;
	Law #96 Criterion: 1777;
	Law #97 Criterion: 1753;
	Law #98 Criterion: 1871;
	Law #99 Criterion: 1667;
	Law #102 Criterion: 1291;
	Law #104 Criterion: 401;
	Law #105 Criterion: 433;
	Law #106 Criterion: 911;
	Law #108 Criterion: 1123;
	Law #109 Criterion: 997;
	Law #113 Criterion: 229;
	Law #115 Criterion: 1597;
	Law #116 Criterion: 521;
	Law #117 Criterion: 1747;
	Law #120 Criterion: 1601;
	Law #121 Criterion: 491;
	Law #122 Criterion: 107;
	Law #126 Criterion: 761;
	Law #127 Criterion: 419;
	Law #128 Criterion: 401;
	Law #131 Criterion: 617;
	Law #132 Criterion: 173;
	Law #133 Criterion: 1447;
	Law #139 Criterion: 653;
	Law #140 Criterion: 947;
	Law #146 Criterion: 1433;
	Law #149 Criterion: 1453;
	Law #151 Criterion: 1973;
	Law #152 Criterion: 557;
	Law #154 Criterion: 947;
	Law #155 Criterion: 151;
	Law #158 Criterion: 1787;
	Law #160 Criterion: 3;
	Law #161 Criterion: 787;
	Law #164 Criterion: 1487;
	Law #165 Criterion: 1409;
	Law #166 Criterion: 157;
	Law #168 Criterion: 631;
	Law #170 Criterion: 1453;
	Law #176 Criterion: 1999;
Person #178
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #0 Criterion: 367;
	Law #2 Criterion: 1553;
	Law #5 Criterion: 563;
	Law #8 Criterion: 1307;
	Law #9 Criterion: 131;
	Law #12 Criterion: 863;
	Law #18 Criterion: 1013;
	Law #19 Criterion: 997;
	Law #21 Criterion: 773;
	Law #24 Criterion: 421;
	Law #26 Criterion: 1447;
	Law #27 Criterion: 1973;
	Law #29 Criterion: 229;
	Law #30 Criterion: 181;
	Law #32 Criterion: 1129;
	Law #35 Criterion: 337;
	Law #38 Criterion: 1427;
	Law #40 Criterion: 293;
	Law #43 Criterion: 1283;
	Law #45 Criterion: 599;
	Law #46 Criterion: 281;
	Law #47 Criterion: 1933;
	Law #49 Criterion: 661;
	Law #52 Criterion: 829;
	Law #53 Criterion: 1423;
	Law #54 Criterion: 2;
	Law #56 Criterion: 1879;
	Law #58 Criterion: 197;
	Law #61 Criterion: 43;
	Law #62 Criterion: 1201;
	Law #63 Criterion: 1607;
	Law #66 Criterion: 1093;
	Law #67 Criterion: 149;
	Law #68 Criterion: 1987;
	Law #69 Criterion: 31;
	Law #74 Criterion: 191;
	Law #76 Criterion: 503;
	Law #80 Criterion: 181;
	Law #82 Criterion: 821;
	Law #86 Criterion: 509;
	Law #87 Criterion: 523;
	Law #88 Criterion: 1619;
	Law #92 Criterion: 1033;
	Law #98 Criterion: 953;
	Law #99 Criterion: 1511;
	Law #100 Criterion: 479;
	Law #101 Criterion: 433;
	Law #102 Criterion: 1031;
	Law #104 Criterion: 839;
	Law #105 Criterion: 53;
	Law #106 Criterion: 1613;
	Law #107 Criterion: 1409;
	Law #109 Criterion: 1753;
	Law #114 Criterion: 1229;
	Law #115 Criterion: 691;
	Law #116 Criterion: 1181;
	Law #117 Criterion: 997;
	Law #119 Criterion: 1667;
	Law #121 Criterion: 739;
	Law #123 Criterion: 1327;
	Law #124 Criterion: 1607;
	Law #130 Criterion: 11;
	Law #131 Criterion: 1453;
	Law #133 Criterion: 1009;
	Law #136 Criterion: 1213;
	Law #138 Criterion: 1129;
	Law #141 Criterion: 601;
	Law #143 Criterion: 467;
	Law #148 Criterion: 1931;
	Law #155 Criterion: 1669;
	Law #157 Criterion: 1949;
	Law #158 Criterion: 281;
	Law #159 Criterion: 827;
	Law #160 Criterion: 991;
	Law #161 Criterion: 131;
	Law #162 Criterion: 1733;
	Law #163 Criterion: 787;
	Law #166 Criterion: 1367;
	Law #167 Criterion: 107;
	Law #168 Criterion: 607;
	Law #170 Criterion: 1987;
	Law #173 Criterion: 1019;
Person #179
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #1 Criterion: 409;
	Law #4 Criterion: 883;
	Law #5 Criterion: 1489;
	Law #6 Criterion: 1741;
	Law #7 Criterion: 797;
	Law #8 Criterion: 811;
	Law #9 Criterion: 1879;
	Law #12 Criterion: 1619;
	Law #13 Criterion: 227;
	Law #17 Criterion: 1201;
	Law #18 Criterion: 433;
	Law #22 Criterion: 547;
	Law #23 Criterion: 1223;
	Law #24 Criterion: 1579;
	Law #25 Criterion: 1283;
	Law #28 Criterion: 1597;
	Law #29 Criterion: 1721;
	Law #31 Criterion: 1249;
	Law #32 Criterion: 1213;
	Law #37 Criterion: 13;
	Law #38 Criterion: 353;
	Law #39 Criterion: 229;
	Law #41 Criterion: 1187;
	Law #42 Criterion: 919;
	Law #43 Criterion: 373;
	Law #44 Criterion: 1399;
	Law #49 Criterion: 439;
	Law #51 Criterion: 1373;
	Law #53 Criterion: 163;
	Law #54 Criterion: 1489;
	Law #55 Criterion: 181;
	Law #56 Criterion: 1979;
	Law #59 Criterion: 461;
	Law #62 Criterion: 967;
	Law #63 Criterion: 1973;
	Law #64 Criterion: 1931;
	Law #65 Criterion: 1607;
	Law #66 Criterion: 1307;
	Law #70 Criterion: 449;
	Law #71 Criterion: 61;
	Law #73 Criterion: 383;
	Law #75 Criterion: 137;
	Law #76 Criterion: 1571;
	Law #79 Criterion: 1801;
	Law #81 Criterion: 59;
	Law #83 Criterion: 659;
	Law #87 Criterion: 1627;
	Law #90 Criterion: 1229;
	Law #101 Criterion: 1069;
	Law #103 Criterion: 1747;
	Law #104 Criterion: 3;
	Law #105 Criterion: 443;
	Law #106 Criterion: 281;
	Law #107 Criterion: 1031;
	Law #108 Criterion: 1613;
	Law #109 Criterion: 1567;
	Law #110 Criterion: 829;
	Law #111 Criterion: 307;
	Law #112 Criterion: 1487;
	Law #113 Criterion: 491;
	Law #114 Criterion: 1823;
	Law #116 Criterion: 367;
	Law #118 Criterion: 641;
	Law #119 Criterion: 1063;
	Law #120 Criterion: 1931;
	Law #121 Criterion: 1427;
	Law #127 Criterion: 1823;
	Law #129 Criterion: 1291;
	Law #130 Criterion: 47;
	Law #133 Criterion: 127;
	Law #134 Criterion: 541;
	Law #135 Criterion: 79;
	Law #137 Criterion: 71;
	Law #138 Criterion: 379;
	Law #139 Criterion: 1823;
	Law #140 Criterion: 1151;
	Law #144 Criterion: 1229;
	Law #147 Criterion: 1499;
	Law #148 Criterion: 1061;
	Law #152 Criterion: 1459;
	Law #153 Criterion: 131;
	Law #157 Criterion: 307;
	Law #159 Criterion: 1259;
	Law #160 Criterion: 257;
	Law #163 Criterion: 563;
	Law #164 Criterion: 727;
	Law #166 Criterion: 797;
	Law #167 Criterion: 569;
	Law #172 Criterion: 1801;
	Law #173 Criterion: 1637;
	Law #175 Criterion: 311;
	Law #176 Criterion: 617;
Person #180
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #2 Criterion: 587;
	Law #4 Criterion: 1867;
	Law #5 Criterion: 131;
	Law #8 Criterion: 733;
	Law #9 Criterion: 383;
	Law #12 Criterion: 1993;
	Law #13 Criterion: 631;
	Law #15 Criterion: 733;
	Law #16 Criterion: 1279;
	Law #17 Criterion: 1597;
	Law #20 Criterion: 113;
	Law #23 Criterion: 643;
	Law #28 Criterion: 1931;
	Law #29 Criterion: 421;
	Law #31 Criterion: 797;
	Law #32 Criterion: 41;
	Law #34 Criterion: 17;
	Law #36 Criterion: 1151;
	Law #39 Criterion: 1429;
	Law #44 Criterion: 1933;
	Law #45 Criterion: 1669;
	Law #47 Criterion: 547;
	Law #48 Criterion: 1451;
	Law #49 Criterion: 1553;
	Law #51 Criterion: 547;
	Law #52 Criterion: 1877;
	Law #53 Criterion: 1613;
	Law #57 Criterion: 1493;
	Law #58 Criterion: 1327;
	Law #62 Criterion: 1087;
	Law #64 Criterion: 491;
	Law #67 Criterion: 1847;
	Law #68 Criterion: 863;
	Law #71 Criterion: 761;
	Law #72 Criterion: 1777;
	Law #75 Criterion: 1129;
	Law #77 Criterion: 1913;
	Law #78 Criterion: 877;
	Law #79 Criterion: 1481;
	Law #80 Criterion: 293;
	Law #83 Criterion: 607;
	Law #87 Criterion: 179;
	Law #90 Criterion: 1997;
	Law #91 Criterion: 1559;
	Law #94 Criterion: 367;
	Law #96 Criterion: 1583;
	Law #99 Criterion: 1801;
	Law #100 Criterion: 1913;
	Law #101 Criterion: 367;
	Law #103 Criterion: 1823;
	Law #105 Criterion: 499;
	Law #106 Criterion: 673;
	Law #108 Criterion: 67;
	Law #109 Criterion: 317;
	Law #112 Criterion: 7;
	Law #113 Criterion: 71;
	Law #114 Criterion: 1151;
	Law #116 Criterion: 17;
	Law #119 Criterion: 967;
	Law #121 Criterion: 409;
	Law #122 Criterion: 1889;
	Law #125 Criterion: 47;
	Law #127 Criterion: 1091;
	Law #129 Criterion: 29;
	Law #130 Criterion: 1759;
	Law #131 Criterion: 1427;
	Law #132 Criterion: 1297;
	Law #133 Criterion: 971;
	Law #135 Criterion: 1553;
	Law #136 Criterion: 1171;
	Law #137 Criterion: 773;
	Law #138 Criterion: 797;
	Law #139 Criterion: 941;
	Law #140 Criterion: 457;
	Law #141 Criterion: 359;
	Law #143 Criterion: 227;
	Law #147 Criterion: 337;
	Law #148 Criterion: 953;
	Law #149 Criterion: 293;
	Law #150 Criterion: 251;
	Law #151 Criterion: 1021;
	Law #153 Criterion: 1777;
	Law #154 Criterion: 641;
	Law #155 Criterion: 1951;
	Law #157 Criterion: 1069;
	Law #160 Criterion: 607;
	Law #161 Criterion: 577;
	Law #163 Criterion: 1583;
	Law #164 Criterion: 389;
	Law #166 Criterion: 1033;
	Law #167 Criterion: 571;
	Law #168 Criterion: 787;
	Law #173 Criterion: 709;
	Law #174 Criterion: 1097;
Person #181
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 829;
	Law #1 Criterion: 467;
	Law #5 Criterion: 1433;
	Law #8 Criterion: 1367;
	Law #9 Criterion: 1297;
	Law #10 Criterion: 1801;
	Law #13 Criterion: 109;
	Law #15 Criterion: 109;
	Law #16 Criterion: 1567;
	Law #17 Criterion: 191;
	Law #18 Criterion: 1487;
	Law #21 Criterion: 1637;
	Law #22 Criterion: 1459;
	Law #23 Criterion: 337;
	Law #26 Criterion: 349;
	Law #28 Criterion: 619;
	Law #29 Criterion: 547;
	Law #31 Criterion: 1627;
	Law #32 Criterion: 1069;
	Law #33 Criterion: 1993;
	Law #35 Criterion: 1151;
	Law #38 Criterion: 1427;
	Law #39 Criterion: 163;
	Law #44 Criterion: 757;
	Law #46 Criterion: 1753;
	Law #50 Criterion: 971;
	Law #51 Criterion: 773;
	Law #53 Criterion: 1699;
	Law #54 Criterion: 739;
	Law #55 Criterion: 311;
	Law #60 Criterion: 1693;
	Law #62 Criterion: 599;
	Law #69 Criterion: 1597;
	Law #70 Criterion: 587;
	Law #73 Criterion: 347;
	Law #77 Criterion: 653;
	Law #81 Criterion: 179;
	Law #84 Criterion: 1663;
	Law #85 Criterion: 89;
	Law #87 Criterion: 743;
	Law #88 Criterion: 3;
	Law #89 Criterion: 499;
	Law #91 Criterion: 691;
	Law #95 Criterion: 1483;
	Law #101 Criterion: 283;
	Law #102 Criterion: 1901;
	Law #105 Criterion: 1627;
	Law #106 Criterion: 1621;
	Law #108 Criterion: 433;
	Law #110 Criterion: 1087;
	Law #113 Criterion: 503;
	Law #116 Criterion: 1783;
	Law #117 Criterion: 1187;
	Law #126 Criterion: 523;
	Law #129 Criterion: 953;
	Law #134 Criterion: 1097;
	Law #136 Criterion: 1153;
	Law #138 Criterion: 1483;
	Law #139 Criterion: 1493;
	Law #142 Criterion: 31;
	Law #143 Criterion: 1559;
	Law #145 Criterion: 163;
	Law #146 Criterion: 1759;
	Law #147 Criterion: 331;
	Law #150 Criterion: 881;
	Law #151 Criterion: 1213;
	Law #152 Criterion: 1069;
	Law #156 Criterion: 227;
	Law #158 Criterion: 733;
	Law #160 Criterion: 1433;
	Law #161 Criterion: 271;
	Law #163 Criterion: 149;
	Law #166 Criterion: 1571;
	Law #167 Criterion: 41;
	Law #169 Criterion: 479;
	Law #170 Criterion: 1361;
	Law #173 Criterion: 523;
	Law #176 Criterion: 733;
Person #182
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 1009;
	Law #1 Criterion: 1789;
	Law #3 Criterion: 1481;
	Law #4 Criterion: 79;
	Law #7 Criterion: 1103;
	Law #9 Criterion: 401;
	Law #10 Criterion: 59;
	Law #12 Criterion: 311;
	Law #13 Criterion: 191;
	Law #14 Criterion: 653;
	Law #17 Criterion: 1889;
	Law #18 Criterion: 1979;
	Law #22 Criterion: 251;
	Law #23 Criterion: 673;
	Law #24 Criterion: 1123;
	Law #25 Criterion: 271;
	Law #26 Criterion: 691;
	Law #28 Criterion: 487;
	Law #29 Criterion: 1823;
	Law #30 Criterion: 1013;
	Law #31 Criterion: 1051;
	Law #35 Criterion: 1663;
	Law #36 Criterion: 461;
	Law #38 Criterion: 1223;
	Law #39 Criterion: 1487;
	Law #41 Criterion: 1069;
	Law #42 Criterion: 1471;
	Law #43 Criterion: 761;
	Law #44 Criterion: 811;
	Law #47 Criterion: 31;
	Law #48 Criterion: 163;
	Law #55 Criterion: 547;
	Law #58 Criterion: 967;
	Law #60 Criterion: 1483;
	Law #61 Criterion: 1291;
	Law #63 Criterion: 229;
	Law #64 Criterion: 1109;
	Law #65 Criterion: 1721;
	Law #66 Criterion: 983;
	Law #70 Criterion: 1049;
	Law #71 Criterion: 2;
	Law #72 Criterion: 1523;
	Law #73 Criterion: 97;
	Law #75 Criterion: 1427;
	Law #76 Criterion: 1621;
	Law #77 Criterion: 1289;
	Law #79 Criterion: 211;
	Law #80 Criterion: 1753;
	Law #82 Criterion: 1907;
	Law #83 Criterion: 1231;
	Law #85 Criterion: 607;
	Law #88 Criterion: 1033;
	Law #90 Criterion: 1409;
	Law #91 Criterion: 1567;
	Law #92 Criterion: 953;
	Law #93 Criterion: 607;
	Law #94 Criterion: 1741;
	Law #95 Criterion: 131;
	Law #100 Criterion: 1453;
	Law #104 Criterion: 317;
	Law #106 Criterion: 349;
	Law #109 Criterion: 1987;
	Law #117 Criterion: 1009;
	Law #122 Criterion: 1583;
	Law #123 Criterion: 823;
	Law #125 Criterion: 1229;
	Law #128 Criterion: 881;
	Law #130 Criterion: 1399;
	Law #132 Criterion: 751;
	Law #134 Criterion: 1049;
	Law #135 Criterion: 2;
	Law #139 Criterion: 1949;
	Law #140 Criterion: 1031;
	Law #141 Criterion: 1759;
	Law #143 Criterion: 191;
	Law #148 Criterion: 1741;
	Law #151 Criterion: 401;
	Law #156 Criterion: 281;
	Law #160 Criterion: 673;
	Law #162 Criterion: 487;
	Law #164 Criterion: 1123;
	Law #165 Criterion: 1097;
	Law #166 Criterion: 1151;
	Law #169 Criterion: 541;
	Law #170 Criterion: 829;
	Law #172 Criterion: 97;
	Law #174 Criterion: 1667;
	Law #175 Criterion: 1787;
	Law #176 Criterion: 1231;
Person #183
Wants to be in party: 1
Strategy of voting: random
Votes for:
	Law #1 Criterion: 1117;
	Law #2 Criterion: 1949;
	Law #4 Criterion: 863;
	Law #6 Criterion: 1373;
	Law #11 Criterion: 1607;
	Law #12 Criterion: 349;
	Law #13 Criterion: 1637;
	Law #14 Criterion: 1319;
	Law #15 Criterion: 1459;
	Law #16 Criterion: 907;
	Law #17 Criterion: 1613;
	Law #18 Criterion: 853;
	Law #19 Criterion: 617;
	Law #21 Criterion: 1249;
	Law #24 Criterion: 1021;
	Law #28 Criterion: 1279;
	Law #30 Criterion: 137;
	Law #31 Criterion: 1399;
	Law #32 Criterion: 349;
	Law #34 Criterion: 937;
	Law #35 Criterion: 547;
	Law #37 Criterion: 263;
	Law #39 Criterion: 1483;
	Law #40 Criterion: 1583;
	Law #41 Criterion: 1321;
	Law #43 Criterion: 29;
	Law #44 Criterion: 1601;
	Law #45 Criterion: 1307;
	Law #47 Criterion: 613;
	Law #52 Criterion: 839;
	Law #54 Criterion: 863;
	Law #57 Criterion: 937;
	Law #59 Criterion: 1669;
	Law #61 Criterion: 17;
	Law #64 Criterion: 131;
	Law #66 Criterion: 1913;
	Law #68 Criterion: 157;
	Law #69 Criterion: 659;
	Law #72 Criterion: 1321;
	Law #76 Criterion: 1451;
	Law #77 Criterion: 1669;
	Law #80 Criterion: 59;
	Law #83 Criterion: 677;
	Law #85 Criterion: 31;
	Law #89 Criterion: 1471;
	Law #92 Criterion: 1559;
	Law #97 Criterion: 1777;
	Law #98 Criterion: 1033;
	Law #99 Criterion: 821;
	Law #102 Criterion: 37;
	Law #103 Criterion: 359;
	Law #107 Criterion: 1069;
	Law #109 Criterion: 557;
	Law #110 Criterion: 619;
	Law #111 Criterion: 167;
	Law #115 Criterion: 1873;
	Law #116 Criterion: 1069;
	Law #118 Criterion: 199;
	Law #120 Criterion: 907;
	Law #121 Criterion: 883;
	Law #123 Criterion: 347;
	Law #126 Criterion: 1523;
	Law #127 Criterion: 359;
	Law #128 Criterion: 887;
	Law #129 Criterion: 1229;
	Law #133 Criterion: 977;
	Law #135 Criterion: 47;
	Law #136 Criterion: 983;
	Law #137 Criterion: 443;
	Law #139 Criterion: 29;
	Law #143 Criterion: 1709;
	Law #144 Criterion: 367;
	Law #145 Criterion: 1049;
	Law #146 Criterion: 31;
	Law #148 Criterion: 1087;
	Law #149 Criterion: 547;
	Law #152 Criterion: 389;
	Law #153 Criterion: 73;
	Law #154 Criterion: 457;
	Law #157 Criterion: 389;
	Law #158 Criterion: 1723;
	Law #159 Criterion: 1811;
	Law #160 Criterion: 1091;
	Law #162 Criterion: 683;
	Law #163 Criterion: 1061;
	Law #164 Criterion: 1913;
	Law #165 Criterion: 67;
	Law #166 Criterion: 877;
	Law #170 Criterion: 509;
	Law #173 Criterion: 83;
	Law #174 Criterion: 757;
	Law #175 Criterion: 1579;
	Law #176 Criterion: 79;
Person #184
Wants to be in party: 0
Strategy of voting: party_voting
Votes for:
	Law #0 Criterion: 673;
	Law #2 Criterion: 953;
	Law #7 Criterion: 607;
	Law #8 Criterion: 643;
	Law #11 Criterion: 701;
	Law #13 Criterion: 307;
	Law #14 Criterion: 1913;
	Law #15 Criterion: 1907;
	Law #18 Criterion: 59;
	Law #23 Criterion: 1093;
	Law #24 Criterion: 503;
	Law #25 Criterion: 179;
	Law #31 Criterion: 1493;
	Law #35 Criterion: 1669;
	Law #36 Criterion: 727;
	Law #37 Criterion: 439;
	Law #38 Criterion: 127;
	Law #40 Criterion: 1093;
	Law #42 Criterion: 1021;
	Law #43 Criterion: 947;
	Law #47 Criterion: 257;
	Law #49 Criterion: 1021;
	Law #50 Criterion: 1319;
	Law #52 Criterion: 347;
	Law #53 Criterion: 1583;
	Law #54 Criterion: 239;
	Law #56 Criterion: 107;
	Law #59 Criterion: 1051;
	Law #62 Criterion: 263;
	Law #63 Criterion: 607;
	Law #68 Criterion: 1061;
	Law #69 Criterion: 109;
	Law #70 Criterion: 1723;
	Law #71 Criterion: 823;
	Law #73 Criterion: 1907;
	Law #75 Criterion: 1723;
	Law #77 Criterion: 1709;
	Law #78 Criterion: 1153;
	Law #83 Criterion: 1877;
	Law #84 Criterion: 1061;
	Law #87 Criterion: 1949;
	Law #88 Criterion: 1723;
	Law #90 Criterion: 223;
	Law #92 Criterion: 59;
	Law #94 Criterion: 907;
	Law #97 Criterion: 1373;
	Law #98 Criterion: 887;
	Law #100 Criterion: 1109;
	Law #101 Criterion: 953;
	Law #105 Criterion: 1289;
	Law #108 Criterion: 1291;
	Law #109 Criterion: 607;
	Law #110 Criterion: 109;
	Law #111 Criterion: 1433;
	Law #112 Criterion: 1987;
	Law #118 Criterion: 283;
	Law #124 Criterion: 929;
	Law #125 Criterion: 211;
	Law #126 Criterion: 31;
	Law #127 Criterion: 1597;
	Law #128 Criterion: 1301;
	Law #130 Criterion: 409;
	Law #133 Criterion: 809;
	Law #140 Criterion: 853;
	Law #141 Criterion: 863;
	Law #143 Criterion: 433;
	Law #147 Criterion: 1733;
	Law #156 Criterion: 1613;
	Law #157 Criterion: 229;
	Law #161 Criterion: 1423;
	Law #162 Criterion: 317;
	Law #164 Criterion: 11;
	Law #168 Criterion: 653;
	Law #171 Criterion: 1951;
	Law #173 Criterion: 1669;
Person #185
Wants to be in party: 0
Strategy of voting: random
Votes for:
	Law #0 Criterion: 197;
	Law #2 Criterion: 269;
	Law #3 Criterion: 191;
	Law #5 Criterion: 1511;
	Law #6 Criterion: 1949;
	Law #9 Criterion: 433;
	Law #12 Criterion: 5;
	Law #13 Criterion: 757;
	Law #14 Criterion: 1597;
	Law #15 Criterion: 743;
	Law #18 Criterion: 1823;
	Law #20 Criterion: 197;
	Law #21 Criterion: 757;
	Law #26 Criterion: 227;
	Law #27 Criterion: 1571;
	Law #31 Criterion: 1471;
	Law #32 Criterion: 1621;
	Law #35 Criterion: 1663;
	Law #37 Criterion: 1009;
	Law #39 Criterion: 661;
	Law #42 Criterion: 743;
	Law #45 Criterion: 1117;
	Law #46 Criterion: 1783;
	Law #47 Criterion: 883;
	Law #50 Criterion: 1013;
	Law #51 Criterion: 7;
	Law #56 Criterion: 1201;
	Law #57 Criterion: 1153;
	Law #59 Criterion: 1907;
	Law #60 Criterion: 1627;
	Law #61 Criterion: 1979;
	Law #62 Criterion: 1693;
	Law #68 Criterion: 653;
	Law #69 Criterion: 1637;
	Law #70 Criterion: 1733;
	Law #71 Criterion: 241;
	Law #73 Criterion: 1453;
	Law #74 Criterion: 547;
	Law #75 Criterion: 1423;
	Law #78 Criterion: 773;
	Law #80 Criterion: 1093;
	Law #83 Criterion: 719;
	Law #84 Criterion: 1381;
	Law #85 Criterion: 1663;
	Law #86 Criterion: 311;
	Law #88 Criterion: 433;
	Law #89 Criterion: 673;
	Law #90 Criterion: 1009;
	Law #94 Criterion: 59;
	Law #95 Criterion: 1381;
	Law #98 Criterion: 587;
	Law #100 Criterion: 661;
	Law #102 Criterion: 1559;
	Law #107 Criterion: 1979;
	Law #110 Criterion: 1993;
	Law #111 Criterion: 1657;
	Law #115 Criterion: 967;
	Law #120 Criterion: 1021;
	Law #121 Criterion: 1871;
	Law #123 Criterion: 449;
	Law #126 Criterion: 877;
	Law #127 Criterion: 1109;
	Law #128 Criterion: 599;
	Law #129 Criterion: 1423;
	Law #133 Criterion: 1627;
	Law #135 Criterion: 157;
	Law #136 Criterion: 487;
	Law #137 Criterion: 1181;
	Law #139 Criterion: 1019;
	Law #141 Criterion: 887;
	Law #144 Criterion: 757;
	Law #145 Criterion: 241;
	Law #146 Criterion: 233;
	Law #147 Criterion: 263;
	Law #150 Criterion: 757;
	Law #151 Criterion: 1861;
	Law #152 Criterion: 1721;
	Law #153 Criterion: 1619;
	Law #154 Criterion: 1867;
	Law #155 Criterion: 1571;
	Law #156 Criterion: 1627;
	Law #159 Criterion: 269;
	Law #160 Criterion: 109;
	Law #161 Criterion: 1699;
	Law #162 Criterion: 1951;
	Law #163 Criterion: 1289;
	Law #164 Criterion: 1499;
	Law #165 Criterion: 1151;
	Law #167 Criterion: 571;
	Law #171 Criterion: 199;
	Law #173 Criterion: 1879;
	Law #175 Criterion: 1783;
	Law #176 Criterion: 353;
Person #186
Wants to be in party: 1
Strategy of voting: own_voting
Votes for:
	Law #0 Criterion: 1637;
	Law #1 Criterion: 131;
	Law #3 Criterion: 727;
	Law #4 Criterion: 383;
	Law #8 Criterion: 1109;
	Law #10 Criterion: 17;
	Law #11 Criterion: 163;
	Law #12 Criterion: 1483;
	Law #15 Criterion: 17;
	Law #16 Criterion: 443;
	Law #18 Criterion: 101;
	Law #20 Criterion: 1511;
	Law #21 Criterion: 947;
	Law #23 Criterion: 1123;
	Law #25 Criterion: 107;
	Law #26 Criterion: 1373;
	Law #28 Criterion: 1283;
	Law #30 Criterion: 1117;
	Law #31 Criterion: 13;
	Law #33 Criterion: 1223;
	Law #35 Criterion: 1117;
	Law #36 Criterion: 857;
	Law #38 Criterion: 1601;
	Law #39 Criterion: 1979;
	Law #41 Criterion: 883;
	Law #42 Criterion: 1249;
	Law #43 Criterion: 1879;
	Law #44 Criterion: 1483;
	Law #45 Criterion: 659;
	Law #46 Criterion: 349;
	Law #47 Criterion: 1423;
	Law #48 Criterion: 1831;
	Law #49 Criterion: 47;
	Law #50 Criterion: 109;
	Law #52 Criterion: 631;
	Law #54 Criterion: 457;
	Law #56 Criterion: 701;
	Law #57 Criterion: 257;
	Law #58 Criterion: 73;
	Law #59 Criterion: 1117;
	Law #60 Criterion: 1627;
	Law #61 Criterion: 1549;
	Law #65 Criterion: 151;
	Law #67 Criterion: 1181;
	Law #68 Criterion: 1733;
	Law #71 Criterion: 1709;
	Law #72 Criterion: 71;
	Law #75 Criterion: 577;
	Law #77 Criterion: 1217;
	Law #79 Criterion: 383;
	Law #80 Criterion: 1033;
	Law #81 Criterion: 1951;
